mes,temperatura_c,umidade_relativa,velocidade_vento_kmh,precipitacao_mm,dias_sem_chuva,ndvi,indice_fwi,latitude,longitude,altitude_m,tipo_cobertura,ocorrencia_foco
12,23.7,43.2,6.0,6.2,3,0.561,9.9,-31.7621,-58.0651,1369.0,pastagem,0
6,33.7,22.3,8.5,1.1,12,0.575,22.2,-30.0706,-44.5646,468.0,agricultura,1
6,38.2,40.0,17.5,1.1,18,0.493,28.6,1.6169,-70.8855,524.0,agricultura,1
6,26.1,44.6,18.4,3.8,16,0.551,21.6,-30.055,-68.679,871.0,agricultura,1
10,28.7,35.2,18.5,7.0,2,0.622,15.9,-2.8365,-50.5867,240.0,agricultura,0
1,25.7,56.1,16.2,8.5,4,0.47,13.0,4.4857,-51.9831,214.0,cerrado,0
1,26.5,79.4,16.6,5.7,2,0.366,11.5,-1.2067,-67.8149,676.0,pastagem,0
4,24.4,57.4,11.6,10.8,4,0.81,10.5,-17.586,-49.9366,558.0,floresta,0
6,32.3,55.9,2.8,6.1,10,0.097,15.5,-24.1563,-48.7104,323.0,urbano,1
9,40.4,45.8,3.1,1.5,10,0.426,20.8,-26.884,-70.6809,851.0,cerrado,1
6,27.9,25.0,10.3,2.1,11,0.422,19.3,-19.035,-44.9732,1155.0,cerrado,1
6,28.3,34.5,10.7,5.9,15,0.212,20.1,-14.3658,-69.4972,839.0,urbano,1
12,22.8,58.5,4.9,5.7,4,0.287,8.7,-14.9512,-43.6639,306.0,pastagem,0
2,34.9,48.6,5.2,12.4,4,0.518,13.6,-9.4825,-64.3328,445.0,cerrado,0
7,31.2,26.4,9.2,0.5,8,0.506,19.1,-2.9136,-64.985,246.0,floresta,0
7,32.9,56.1,38.0,0.6,9,0.485,26.9,-26.6875,-47.198,1057.0,pastagem,1
6,31.4,26.3,4.1,7.3,8,0.49,16.3,-20.4085,-47.511,432.0,pastagem,1
10,24.2,72.9,7.2,10.0,2,0.433,7.2,-4.7708,-63.1988,92.0,pastagem,0
4,27.1,54.8,18.2,4.2,4,0.875,15.2,0.8802,-35.3769,660.0,floresta,0
12,37.8,59.7,16.0,2.7,3,0.514,18.8,-1.1162,-58.4676,448.0,pastagem,0
4,33.6,66.7,12.3,3.6,1,0.487,14.2,3.8212,-57.8025,396.0,cerrado,1
7,29.6,30.8,1.7,0.3,14,0.13,18.9,-2.6799,-65.9753,98.0,urbano,1
7,35.6,44.8,8.1,2.8,11,0.521,20.5,3.9422,-71.6753,239.0,pastagem,1
11,24.7,35.4,31.4,8.4,5,0.555,19.1,2.5554,-41.2298,476.0,agricultura,1
6,25.9,43.3,5.0,2.5,16,0.758,17.9,-8.1085,-60.6177,747.0,floresta,0
4,32.1,30.4,4.9,16.2,5,0.359,13.3,-6.1814,-54.3883,587.0,agricultura,1
1,32.6,57.3,26.6,5.4,5,0.574,20.3,-21.2754,-42.6364,208.0,agricultura,1
5,37.2,48.3,9.2,2.3,12,0.455,21.9,1.1475,-69.7098,278.0,pastagem,1
10,26.1,67.5,1.9,0.4,4,0.195,9.8,-6.4241,-49.2746,188.0,urbano,0
1,27.3,44.4,3.7,10.1,2,0.273,9.5,1.0602,-59.4689,348.0,agricultura,0
11,31.0,46.0,6.1,8.6,4,0.243,13.1,-24.9622,-40.5888,728.0,urbano,0
7,34.6,29.7,11.9,0.3,15,0.495,24.7,-18.9852,-58.4366,289.0,agricultura,1
2,26.4,62.2,8.4,4.2,4,0.457,11.5,-29.7866,-35.8497,338.0,agricultura,0
4,21.5,35.6,4.7,14.3,4,0.713,8.0,2.4293,-59.0592,408.0,floresta,0
7,33.5,37.8,8.5,2.2,14,0.789,21.8,-2.191,-72.7387,119.0,floresta,1
4,32.3,63.7,5.0,2.4,3,0.487,12.9,-4.0201,-52.11,492.0,pastagem,0
2,23.2,56.6,32.6,8.6,3,0.469,16.3,-16.3757,-68.8263,455.0,agricultura,0
8,35.6,44.3,3.5,6.8,12,0.595,18.8,-32.5905,-68.4335,468.0,cerrado,1
9,34.3,40.7,6.8,0.2,8,0.458,18.8,3.849,-54.7239,187.0,cerrado,1
2,31.0,53.5,6.0,9.8,5,0.728,12.8,-18.4027,-62.5058,1301.0,floresta,0
4,31.5,36.8,6.1,7.1,2,0.255,13.3,-23.5841,-52.2725,1355.0,urbano,0
3,25.2,61.6,3.9,0.9,3,0.468,9.8,-0.547,-47.6269,333.0,agricultura,0
8,26.5,26.6,25.2,2.2,16,0.917,25.5,-25.1801,-37.9977,62.0,floresta,0
9,30.9,31.1,39.9,0.8,13,0.802,30.3,-26.4879,-62.5028,17.0,floresta,1
9,36.6,43.7,12.9,1.1,7,0.107,20.8,-15.0875,-53.5759,165.0,urbano,1
12,25.8,77.0,12.1,8.7,4,0.424,10.4,-15.5755,-43.5507,176.0,cerrado,0
10,25.2,59.5,2.3,8.4,4,0.513,8.4,0.6338,-50.6901,360.0,pastagem,0
4,20.7,66.6,24.8,8.2,2,0.151,11.7,4.8548,-59.5571,238.0,urbano,0
2,35.0,42.7,5.0,32.9,3,0.273,9.4,-23.1479,-70.5548,282.0,urbano,0
8,36.3,40.9,2.0,1.3,13,0.737,20.6,-25.3767,-66.3997,852.0,floresta,1
11,31.1,59.3,14.7,1.3,6,0.469,17.2,-15.2124,-72.5264,263.0,pastagem,1
12,31.9,74.8,20.5,9.9,7,0.173,17.0,-16.2137,-49.4132,1065.0,urbano,0
3,30.3,53.5,24.7,7.0,5,0.8,18.6,-1.7311,-53.7643,419.0,floresta,1
3,27.0,57.1,6.8,2.9,2,0.508,10.9,-29.3204,-62.022,441.0,pastagem,1
1,27.3,72.7,6.2,2.7,3,0.502,10.3,-26.9019,-36.0145,756.0,agricultura,0
2,26.3,58.9,11.4,17.1,7,0.833,11.5,-25.2358,-53.9557,853.0,floresta,0
7,43.5,24.7,8.4,0.0,14,0.414,27.6,-29.863,-34.4069,573.0,cerrado,1
7,35.2,68.6,14.9,2.1,15,0.813,22.8,-30.5393,-59.2905,416.0,floresta,0
5,31.1,25.1,11.5,0.8,18,0.782,24.8,-13.4286,-49.1062,291.0,floresta,1
4,29.9,59.2,4.7,7.8,5,0.759,11.9,0.8197,-61.599,69.0,floresta,0
10,24.0,64.2,25.2,2.1,7,0.359,17.2,-1.7446,-36.7135,795.0,cerrado,1
6,39.0,41.2,14.9,2.4,13,0.317,25.4,-25.6722,-63.7321,648.0,pastagem,1
10,25.4,57.7,20.2,13.6,2,0.218,11.9,-27.5304,-66.1476,284.0,urbano,0
12,30.0,57.8,4.7,3.0,5,0.228,13.0,-9.7426,-48.5284,265.0,urbano,0
4,32.3,57.2,14.6,3.6,1,0.533,14.9,-20.4846,-60.977,878.0,agricultura,0
3,29.5,46.6,17.6,7.7,3,0.499,15.5,-13.7895,-39.12,17.0,agricultura,1
12,28.4,85.8,11.2,10.7,2,0.684,9.2,-5.7615,-69.1397,421.0,floresta,0
8,33.0,35.4,3.8,8.4,13,0.468,18.6,1.1515,-71.5487,366.0,cerrado,1
4,27.8,67.2,10.4,3.6,5,0.331,12.9,-25.902,-72.9035,797.0,agricultura,0
8,30.7,34.0,16.4,1.1,14,0.21,23.4,-30.3441,-61.8661,641.0,urbano,1
7,31.2,33.7,21.1,0.4,7,0.702,21.7,-24.3516,-41.7575,150.0,cerrado,0
11,33.9,54.5,2.5,0.1,2,0.443,13.4,-11.9524,-37.1126,257.0,pastagem,0
4,27.6,41.4,11.0,13.7,4,0.139,12.3,-29.5836,-37.8685,462.0,urbano,1
12,24.9,58.1,3.1,4.7,4,0.452,9.4,-20.5491,-36.7477,268.0,pastagem,0
12,25.9,55.1,16.6,1.4,6,0.489,15.8,-21.3975,-62.0517,128.0,agricultura,0
3,32.4,74.1,19.7,11.9,5,0.061,15.7,-28.8256,-51.909,171.0,urbano,0
2,30.7,45.6,4.4,9.8,2,0.47,11.2,4.236,-59.9786,1177.0,pastagem,0
7,35.2,31.1,3.7,1.1,5,0.771,17.3,-0.5324,-45.7708,291.0,floresta,0
1,27.0,49.2,6.0,7.2,1,0.186,9.8,-10.4729,-37.649,539.0,urbano,0
4,30.3,77.3,8.6,1.7,6,0.659,13.7,0.6029,-67.406,49.0,agricultura,0
6,30.4,27.6,5.3,3.1,12,0.542,19.0,-22.1554,-54.7296,727.0,cerrado,1
12,27.0,66.7,17.6,2.8,5,0.346,14.9,-0.9016,-56.0494,559.0,urbano,0
12,31.9,71.6,21.2,15.1,5,0.714,15.4,-7.2114,-37.6893,771.0,floresta,0
2,31.5,58.2,10.7,8.8,5,0.079,14.3,-24.1377,-38.5655,117.0,urbano,0
11,24.1,43.5,5.5,1.0,1,0.435,10.0,-7.3833,-39.5504,1346.0,agricultura,0
2,24.6,43.6,8.4,13.7,5,0.644,10.5,-13.5627,-44.1612,932.0,cerrado,0
9,33.4,48.3,10.7,3.8,13,0.439,20.8,-14.1024,-37.3186,111.0,agricultura,1
11,34.9,44.9,8.1,11.3,3,0.666,14.5,2.3284,-34.1216,259.0,floresta,0
11,20.3,64.7,9.2,11.9,3,0.227,6.8,-18.2132,-68.7925,559.0,urbano,0
3,29.1,61.4,20.0,5.4,3,0.419,15.5,1.8869,-37.5271,121.0,pastagem,0
11,22.5,64.5,5.2,7.0,2,0.496,7.0,-1.5192,-51.9082,1144.0,pastagem,0
2,25.5,65.7,34.4,4.4,2,0.146,17.6,-16.9421,-63.2511,697.0,urbano,0
7,31.5,26.8,10.9,0.1,16,0.706,23.8,-3.5316,-51.2295,263.0,floresta,1
6,31.3,26.3,7.8,2.6,11,0.583,19.8,-28.6383,-54.15,639.0,pastagem,1
4,25.9,68.6,5.1,0.6,4,0.433,10.5,-13.9571,-52.3633,274.0,agricultura,0
1,28.0,52.4,5.4,1.4,2,0.713,11.5,-30.6235,-59.1106,1193.0,floresta,1
10,25.9,27.0,9.9,2.6,6,0.817,15.5,-25.5364,-48.159,460.0,floresta,1
5,27.2,45.8,10.9,1.7,13,0.227,18.7,-19.4158,-46.9127,537.0,pastagem,1
8,36.1,25.6,7.6,7.1,14,0.609,22.6,-29.5051,-71.5247,169.0,cerrado,1
5,36.0,43.6,3.0,0.8,20,0.593,24.2,0.8765,-43.1879,314.0,pastagem,1
5,36.4,54.7,9.9,7.6,14,0.519,21.2,0.2735,-52.1988,870.0,pastagem,0
11,21.8,60.2,5.5,12.5,4,0.467,7.0,-32.8364,-39.0378,335.0,cerrado,0
2,29.2,71.9,1.8,7.7,3,0.722,8.9,-29.2079,-47.9669,160.0,floresta,0
9,35.7,39.8,15.3,0.7,9,0.555,22.5,2.7142,-34.2555,112.0,cerrado,1
9,28.9,57.0,2.2,1.7,12,0.809,15.5,-32.887,-44.3072,496.0,floresta,0
5,33.0,25.3,7.3,1.9,9,0.579,19.7,3.3456,-56.2977,81.0,pastagem,1
4,27.5,59.9,9.0,10.2,4,0.906,11.1,-11.233,-64.4483,37.0,floresta,0
1,35.4,68.1,23.1,2.4,7,0.183,21.4,-11.9319,-48.6771,511.0,urbano,0
12,35.7,57.7,2.0,12.8,5,0.737,12.8,-31.6668,-54.1062,34.0,floresta,0
12,21.3,73.8,16.4,5.2,6,0.487,11.6,-19.2147,-56.7101,460.0,cerrado,0
3,38.0,54.8,18.3,8.6,2,0.552,18.3,-1.2088,-40.8643,408.0,agricultura,0
1,24.3,84.8,27.9,4.7,5,0.866,15.2,-20.7072,-37.3094,258.0,floresta,0
2,31.9,85.5,20.7,16.8,2,0.455,12.5,1.4058,-55.7204,391.0,pastagem,0
1,31.9,63.4,9.3,7.2,5,0.55,14.0,-13.4311,-72.7624,602.0,cerrado,0
10,24.0,66.6,17.0,1.0,1,0.369,11.8,-1.1422,-38.8332,1025.0,urbano,0
11,30.0,74.3,23.9,9.3,3,0.834,15.3,-3.2494,-72.2579,346.0,floresta,0
2,27.6,45.8,1.5,1.4,8,0.616,13.6,-15.3861,-56.029,466.0,floresta,0
9,35.2,22.3,3.0,1.2,8,0.447,19.2,-1.276,-60.728,149.0,pastagem,0
3,28.9,75.1,11.7,3.6,4,0.566,12.8,-0.2099,-59.5633,459.0,cerrado,0
5,37.8,41.3,18.1,9.2,17,0.478,26.5,3.5426,-48.4195,357.0,agricultura,1
8,33.3,35.3,14.9,0.7,10,0.601,22.1,-30.1241,-39.7717,553.0,agricultura,1
9,32.3,38.1,12.5,3.9,16,0.474,23.1,-2.2687,-45.1983,139.0,agricultura,0
11,32.4,31.4,27.6,0.0,4,0.701,22.9,-7.6879,-56.5731,1405.0,floresta,0
1,30.3,57.7,7.5,5.8,6,0.393,14.0,-6.3862,-43.1533,285.0,pastagem,0
3,30.9,51.0,5.3,17.4,1,0.834,9.2,2.2226,-48.151,492.0,floresta,0
4,25.3,71.0,6.4,0.4,2,0.672,9.5,-31.5174,-54.3568,19.0,floresta,0
4,23.8,71.9,11.9,12.4,3,0.741,8.5,-4.3001,-60.636,410.0,floresta,0
12,25.7,66.9,9.0,4.8,5,0.518,11.4,-18.7394,-54.4919,509.0,pastagem,0
10,25.5,64.7,18.8,0.1,7,0.441,16.3,-10.0741,-42.5409,816.0,cerrado,1
4,31.1,42.0,5.6,14.0,4,0.417,12.2,-24.0424,-46.5768,547.0,agricultura,0
12,31.9,67.1,13.0,9.7,5,0.314,14.4,-21.9389,-41.6768,1099.0,pastagem,0
6,32.4,45.6,17.0,0.6,16,0.478,24.6,-9.5739,-34.6127,859.0,cerrado,1
7,38.7,52.9,23.9,3.1,17,0.738,29.0,-18.9971,-35.1831,102.0,floresta,1
6,38.5,63.4,3.5,0.1,17,0.431,22.7,-21.6812,-37.2523,1128.0,pastagem,0
2,29.0,39.7,6.3,2.8,4,0.377,13.8,-31.6375,-43.8244,317.0,pastagem,1
12,24.7,55.3,8.5,5.6,5,0.749,11.4,-27.188,-34.2707,394.0,floresta,0
1,34.3,51.1,2.6,5.3,3,0.528,13.3,-9.8715,-55.0052,86.0,pastagem,0
3,27.8,62.1,12.4,8.4,6,0.527,13.4,-17.5755,-68.2633,781.0,agricultura,0
3,28.5,60.2,12.2,29.9,3,0.721,8.1,-31.8815,-41.7103,344.0,cerrado,0
4,26.6,57.2,11.5,6.8,2,0.446,11.3,-19.6752,-67.0772,361.0,agricultura,0
2,24.4,72.3,8.1,7.0,4,0.164,9.2,-19.1187,-53.4792,429.0,urbano,0
1,22.1,46.8,22.1,15.1,3,0.212,12.0,-24.2738,-37.9363,708.0,urbano,0
9,35.5,25.5,6.5,1.6,17,0.739,24.6,-26.6733,-42.6199,1040.0,floresta,1
12,24.9,47.7,20.8,0.3,4,0.778,16.3,-32.638,-61.3721,80.0,floresta,0
2,40.2,55.7,6.4,6.1,4,0.347,17.1,-9.0898,-64.661,302.0,agricultura,1
4,23.7,45.3,3.5,0.2,5,0.52,11.2,-3.827,-49.6613,175.0,cerrado,0
7,28.0,37.4,9.3,4.2,15,0.85,19.7,-24.173,-43.7479,808.0,floresta,0
12,30.0,58.0,10.7,5.5,2,0.702,12.8,-20.6428,-43.4219,660.0,cerrado,0
9,39.1,28.6,13.1,2.4,18,0.566,28.3,1.1892,-43.3628,546.0,pastagem,1
10,28.3,70.5,1.0,1.6,3,0.79,9.5,3.7224,-73.8855,369.0,floresta,0
7,35.3,37.3,7.4,0.5,10,0.818,20.6,-11.4676,-45.9598,714.0,floresta,0
6,25.6,50.8,32.8,2.9,14,0.526,24.5,-17.829,-47.7011,461.0,agricultura,1
3,25.3,57.7,6.0,4.1,4,0.506,10.6,4.4857,-57.9505,596.0,cerrado,0
11,23.7,59.7,18.3,2.4,4,0.473,13.8,-30.786,-34.0551,969.0,cerrado,0
10,20.4,53.2,54.9,17.4,4,0.22,20.7,-21.7715,-56.0459,599.0,urbano,0
1,28.5,59.9,36.8,6.3,3,0.491,20.1,-13.0363,-71.188,358.0,agricultura,0
9,24.0,46.5,4.0,0.8,7,0.617,12.3,-23.6274,-71.614,215.0,cerrado,1
2,22.7,55.1,17.2,6.7,4,0.36,12.5,2.0823,-56.9602,214.0,cerrado,0
9,30.9,44.2,18.0,1.0,14,0.486,23.2,-13.0179,-49.3618,276.0,agricultura,1
10,24.7,50.2,15.4,8.9,4,0.597,12.7,0.8266,-34.0374,535.0,agricultura,0
2,29.6,69.1,3.4,1.5,7,0.546,12.9,-20.4393,-56.5777,1031.0,agricultura,0
6,34.2,31.0,11.4,4.2,8,0.701,20.1,-26.7129,-51.0641,191.0,floresta,0
2,31.6,70.2,11.4,3.4,2,0.345,13.3,1.8081,-40.273,938.0,pastagem,0
7,36.0,38.7,2.9,0.3,15,0.546,22.1,-14.8201,-45.6102,252.0,cerrado,1
12,32.6,78.3,7.8,1.1,2,0.263,12.5,-2.863,-37.5579,1041.0,urbano,0
1,28.0,46.2,11.8,4.4,2,0.821,13.3,-21.014,-48.4242,254.0,floresta,0
5,34.2,20.3,9.1,0.7,7,0.459,20.3,-28.8437,-36.483,234.0,pastagem,1
12,30.0,52.6,16.2,0.6,4,0.501,16.8,-8.925,-48.3547,94.0,pastagem,1
4,28.6,43.4,7.6,0.7,5,0.521,14.7,-22.9961,-68.8782,302.0,agricultura,0
2,26.4,43.4,10.6,5.6,2,0.498,12.1,1.8348,-60.2588,272.0,pastagem,1
6,31.7,45.5,19.1,2.1,10,0.625,21.6,-21.83,-55.4598,602.0,cerrado,1
7,29.7,37.9,30.2,1.8,12,0.464,25.7,-22.1173,-41.964,200.0,agricultura,1
8,34.7,32.2,3.3,5.1,19,0.379,23.1,-4.3507,-62.1165,469.0,pastagem,1
4,27.6,55.4,15.7,8.1,3,0.508,13.4,-18.6602,-54.288,271.0,pastagem,0
12,25.3,52.8,6.7,2.8,2,0.459,10.4,-27.5681,-65.0312,748.0,agricultura,0
7,30.4,57.8,13.3,0.5,16,0.394,21.7,-23.9113,-59.0229,679.0,cerrado,1
4,23.2,51.2,3.1,0.5,3,0.564,9.4,-7.7955,-62.7919,632.0,pastagem,0
12,31.9,44.1,22.5,10.1,4,0.57,18.2,-28.3011,-36.4198,28.0,cerrado,1
12,28.3,69.6,5.0,23.9,4,0.797,6.9,-6.5374,-37.8249,195.0,floresta,0
6,29.5,35.4,19.3,3.6,17,0.535,24.6,3.0206,-44.7818,793.0,cerrado,1
1,31.2,84.5,3.5,4.1,3,0.617,10.1,-27.8088,-69.0969,242.0,cerrado,0
8,30.8,31.7,2.5,0.6,17,0.677,21.0,-22.4267,-36.3062,740.0,floresta,1
7,27.4,48.2,8.3,2.8,6,0.45,14.1,-20.0562,-67.7305,106.0,pastagem,0
2,32.1,73.0,11.5,4.4,2,0.473,13.2,-10.6958,-71.819,580.0,pastagem,0
8,30.9,31.7,39.0,1.2,11,0.824,28.9,-8.3878,-72.2334,530.0,floresta,1
11,26.4,51.1,11.3,18.1,4,0.313,10.3,3.6407,-62.8031,542.0,pastagem,0
2,28.2,68.9,4.0,0.3,1,0.598,9.7,4.3759,-67.557,1115.0,cerrado,0
9,37.6,44.9,17.2,2.3,20,0.747,28.7,-20.8388,-67.1746,173.0,floresta,0
2,28.1,43.1,25.0,2.3,6,0.728,19.9,-25.1405,-62.6417,752.0,floresta,0
9,28.2,24.5,4.8,1.6,17,0.325,20.8,-23.5228,-38.7184,471.0,pastagem,1
6,35.2,8.0,18.9,0.5,16,0.629,29.1,-9.8069,-37.8014,1296.0,pastagem,1
1,26.1,67.1,22.9,4.4,2,0.19,14.3,-22.799,-37.7518,286.0,urbano,0
12,35.6,56.9,17.5,34.6,3,0.47,12.1,-2.0111,-42.7024,862.0,pastagem,0
2,28.0,58.1,5.7,11.1,4,0.116,10.3,-15.4142,-47.6122,1205.0,urbano,0
8,24.1,17.7,11.6,2.8,13,0.428,19.3,-32.5834,-50.4285,183.0,cerrado,1
3,29.4,46.8,13.3,5.5,7,0.515,16.6,-3.1089,-34.2462,267.0,pastagem,0
12,35.8,54.3,22.0,5.0,3,0.342,19.7,-16.9421,-61.5083,754.0,pastagem,0
9,39.3,29.9,6.0,1.8,9,0.554,21.8,4.7287,-44.6318,610.0,pastagem,1
10,35.3,61.4,19.2,8.6,2,0.644,16.9,-4.0311,-71.4021,351.0,agricultura,0
6,28.9,45.0,8.9,3.4,9,0.388,16.6,-11.7308,-70.4873,492.0,pastagem,1
6,36.6,65.2,7.4,7.9,8,0.513,16.8,-28.3758,-50.597,340.0,cerrado,0
8,30.1,37.8,10.3,1.2,9,0.247,18.5,-13.1917,-39.717,348.0,pastagem,1
10,28.9,73.4,0.8,17.8,6,0.411,7.8,-9.6791,-37.9188,242.0,cerrado,0
11,22.9,50.0,1.2,26.5,5,0.831,4.6,-0.5109,-72.8984,655.0,floresta,0
1,25.4,39.9,1.6,12.0,3,0.55,8.5,-2.1695,-62.6275,263.0,pastagem,0
8,30.3,33.8,13.7,1.5,13,0.717,21.8,2.5715,-39.7803,93.0,floresta,1
2,31.6,40.8,8.1,12.1,3,0.4,13.1,-6.0393,-51.9762,424.0,pastagem,0
4,31.2,60.2,5.7,0.6,5,0.424,14.2,-14.7716,-67.3767,536.0,cerrado,0
10,29.1,50.6,9.6,23.0,2,0.41,9.1,-17.3635,-55.7376,152.0,agricultura,0
4,22.6,36.5,19.5,13.1,4,0.656,13.1,-14.8919,-42.4439,479.0,cerrado,0
10,26.8,80.8,9.3,4.7,6,0.575,11.5,-21.512,-42.9141,148.0,cerrado,0
6,30.0,31.5,3.9,1.3,11,0.406,17.9,-27.6547,-39.6414,208.0,cerrado,1
3,31.5,40.3,43.1,0.9,2,0.495,25.3,-23.2634,-73.1414,228.0,pastagem,1
5,37.7,48.8,10.0,4.5,19,0.95,25.4,-6.6683,-61.659,629.0,floresta,1
7,37.2,29.3,23.1,1.3,18,0.518,30.6,-29.994,-61.8736,168.0,cerrado,1
10,25.0,73.1,17.6,24.6,3,0.497,8.2,-18.1341,-63.6388,837.0,cerrado,0
8,22.0,29.2,7.0,0.2,16,0.597,18.2,-26.3014,-56.5398,914.0,cerrado,0
12,20.9,53.5,30.0,1.8,6,0.581,17.5,-6.8311,-57.4216,208.0,agricultura,0
11,33.7,64.1,6.1,1.5,0,0.516,12.5,-20.2791,-58.0058,609.0,pastagem,1
10,26.4,67.1,13.5,10.1,2,0.425,10.5,-13.088,-56.5627,536.0,pastagem,1
8,30.0,47.2,12.2,0.4,12,0.746,20.0,-1.2346,-61.5141,508.0,floresta,0
4,34.6,58.9,13.1,1.8,6,0.312,18.2,-12.9297,-34.7534,951.0,pastagem,1
5,38.1,44.3,26.6,0.4,11,0.402,27.7,-21.6553,-51.1775,322.0,agricultura,1
2,28.1,68.9,10.2,3.5,4,0.579,12.4,-10.3192,-55.4572,481.0,cerrado,0
5,31.8,40.4,11.7,6.2,12,0.457,20.0,4.0404,-64.414,578.0,agricultura,1
12,27.5,58.3,12.1,8.6,4,0.57,12.5,-11.3852,-63.7797,54.0,cerrado,0
6,33.9,20.7,37.9,2.0,18,0.761,34.0,-19.9014,-43.6276,712.0,floresta,1
2,34.4,67.2,21.9,5.4,3,0.505,18.0,-3.7329,-57.3847,1254.0,agricultura,0
8,34.7,38.5,2.4,0.9,10,0.452,18.7,-9.459,-60.9747,65.0,pastagem,1
12,30.9,55.0,6.3,2.9,6,0.51,14.6,3.7553,-66.5583,499.0,pastagem,0
11,32.7,75.3,10.7,6.2,5,0.268,14.2,-27.0142,-34.2321,363.0,urbano,0
4,23.3,42.9,26.3,18.9,1,0.499,12.4,4.5428,-59.5237,538.0,agricultura,0
6,36.0,57.7,28.0,0.8,15,0.184,28.2,-6.4606,-66.2933,711.0,urbano,1
7,31.8,37.7,9.7,4.0,11,0.447,19.5,-9.6752,-44.4971,245.0,pastagem,0
3,17.9,63.8,6.2,1.4,3,0.387,6.9,-4.0888,-37.8782,545.0,pastagem,0
4,19.5,55.3,8.7,10.1,3,0.537,7.3,-27.262,-43.7337,952.0,pastagem,0
3,23.9,40.0,11.0,18.2,5,0.505,10.4,-23.2626,-59.1107,784.0,cerrado,1
12,30.1,58.3,8.2,4.9,5,0.767,13.7,-28.4825,-44.6929,665.0,floresta,0
9,33.5,42.0,23.5,0.9,14,0.514,26.2,-14.2894,-61.237,327.0,agricultura,1
11,28.7,68.1,7.6,10.0,3,0.805,10.2,-13.5085,-54.4949,297.0,floresta,0
10,35.8,57.6,4.8,22.6,4,0.522,11.3,1.2858,-69.9052,508.0,agricultura,0
12,22.9,33.7,8.6,12.9,5,0.539,10.7,-16.1873,-62.5799,514.0,cerrado,0
2,27.9,41.5,12.7,25.2,5,0.682,11.2,-5.6732,-53.6715,791.0,cerrado,0
11,29.2,84.6,23.7,5.5,4,0.786,15.5,-17.6499,-71.0625,500.0,floresta,0
1,25.1,46.9,4.5,5.1,2,0.53,9.6,-2.681,-44.6423,714.0,cerrado,0
6,33.1,55.1,12.8,0.2,10,0.924,20.1,-28.5722,-57.4845,90.0,floresta,0
8,26.6,26.8,13.0,0.8,20,0.718,24.1,-29.0554,-52.7955,651.0,floresta,1
5,38.6,35.8,14.8,1.4,16,0.594,27.3,-20.7528,-55.6172,667.0,pastagem,1
2,25.3,67.5,7.6,5.2,6,0.39,11.1,4.8329,-45.5661,913.0,cerrado,0
3,36.1,50.2,14.7,9.8,4,0.748,17.4,-12.7063,-48.5542,63.0,floresta,1
10,27.9,79.1,17.3,3.1,7,0.416,15.3,-8.2445,-45.7988,1087.0,cerrado,0
4,32.1,60.9,7.5,3.3,4,0.671,14.0,-29.2718,-64.7088,386.0,floresta,0
4,27.8,65.5,11.7,28.7,9,0.536,10.4,-18.1892,-48.8867,310.0,agricultura,0
12,27.9,56.8,9.0,0.0,3,0.523,13.0,2.3789,-53.1602,744.0,agricultura,0
2,25.7,67.9,5.4,1.7,8,0.501,12.3,-11.3481,-71.0254,350.0,cerrado,0
11,28.5,78.9,3.2,0.1,2,0.681,9.5,-30.8259,-71.7787,579.0,cerrado,0
12,29.3,58.4,6.1,3.6,3,0.871,12.0,-0.6956,-50.7609,586.0,floresta,0
8,29.9,58.8,6.5,2.2,19,0.446,20.6,-28.9566,-50.6381,1799.0,pastagem,1
2,27.5,52.7,3.1,3.4,3,0.635,10.7,-9.4933,-43.0926,1643.0,floresta,0
2,25.6,69.2,14.0,7.9,6,0.527,12.5,-27.2339,-43.4021,869.0,pastagem,0
4,37.2,65.9,18.2,11.3,1,0.511,16.1,0.1472,-55.7729,231.0,cerrado,0
7,32.6,25.2,8.8,2.0,15,0.523,22.9,3.9827,-56.8447,608.0,agricultura,1
2,34.2,62.6,9.8,7.8,4,0.614,14.6,-23.1619,-58.4586,174.0,cerrado,0
6,32.2,38.1,6.9,1.2,18,0.748,22.9,-0.7856,-36.2958,423.0,floresta,1
2,29.0,49.8,9.4,3.1,1,0.652,12.5,1.4333,-46.4261,341.0,cerrado,0
7,27.7,42.3,14.7,3.5,15,0.42,21.0,-4.1466,-60.0426,1312.0,pastagem,1
1,26.2,61.8,12.8,6.3,6,0.493,13.3,-3.4991,-45.8681,378.0,pastagem,1
9,33.8,37.1,9.4,2.2,8,0.51,19.2,-6.347,-52.3969,818.0,pastagem,1
1,34.3,59.2,6.5,0.6,6,0.623,16.4,-30.3464,-50.9674,472.0,cerrado,0
3,28.9,58.9,17.1,1.9,5,0.59,16.4,-19.4846,-37.4071,826.0,pastagem,0
3,33.5,55.6,7.1,3.7,5,0.714,15.3,-21.3282,-49.7432,52.0,floresta,0
10,30.6,61.7,3.3,1.2,0,0.359,10.5,-25.0693,-37.7498,406.0,pastagem,0
1,34.5,52.3,11.2,6.5,7,0.474,17.7,-15.521,-52.7976,810.0,agricultura,1
6,32.8,69.9,1.9,1.8,20,0.95,20.3,-23.0969,-43.353,816.0,floresta,0
8,42.6,21.1,12.4,1.7,17,0.608,29.8,-13.0166,-52.878,691.0,agricultura,1
7,31.1,31.0,13.1,3.5,12,0.456,21.3,-14.736,-51.3792,306.0,agricultura,1
